StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,manipcheck_year,manipcheck_candpref,manipcheck_whowon,approval,treat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_02Kt0AGM0DSvQEe,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_cwIXqVKYW9Bf834,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_5vtl6LvEzESZnPE,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove strongly,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3NLC5PT32XsEqvc,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Neither approve nor disapprove,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_72NchiSKqvBY8Rg,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3DYSkcdnOiZK8se,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,1,TRUE,2/2/22 5:46,R_0uEeosKFEYWFJFs,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_8Bn9oC0rxyPEg9U,,,,,40.48800659,-74.45439911,test,,I Agree,2020,The Democratic candidate,The Republican candidate,Approve strongly,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_e9cQIeiSSoYf0Cq,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_cGFEdKHaCG4C8M6,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_2cvVOUJjcSwNHWC,,,,,40.48800659,-74.45439911,test,,I Agree,2016,No information given,The Democratic candidate,Neither approve nor disapprove,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bDdBtJT2XFTiCVM,,,,,40.48800659,-74.45439911,test,,I Agree,2028,No information given,The Republican candidate,Approve strongly,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_41NUhvgaWxAmJyS,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_eeLIvzawYb7L9GK,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_6VxksFFVQk1tKC2,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_71CMxJZLIat2ICO,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove strongly,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_4IUUYkodgTEPEF0,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_0P7OkQLWzvep846,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_0e61Q0xGdi3qfLo,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_dbZyrqXWRK3K82W,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_cIn1z4VHO2tP74a,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove somewhat,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_1zdClEBdRjunQbk,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Neither approve nor disapprove,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_aW2L8J37TTo6alE,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bD61pZiL5nzu6IS,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_dgrbdTEyLO7C0dM,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_cAv9uNj06wmgli6,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3yDbGALJTjHCVfM,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_9EVt4HGdeY3UEqW,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove strongly,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3OxBMqwPM7OvRae,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_2lUpqBNEcdSlaZg,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bqq1XX8cGq18VxA,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3BKs9Z2joD88gsK,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove somewhat,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_410GJIEypQy3qJ0,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove strongly,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_2hn4toxrkoeX9Xw,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove strongly,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_da6Ie6aSfhWvgY6,,,,,40.48800659,-74.45439911,test,,I Agree,2016,Neither candidate,Neither candidate,Disapprove strongly,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_5BDlwZqVLMKjWM6,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_6l0Fu4I3U5LyHno,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_0vX9woO5g70MV8y,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_0iTmakmUL9iDXM2,,,,,40.48800659,-74.45439911,test,,I Agree,2016,The Republican candidate,The Democratic candidate,Neither approve nor disapprove,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_dhyG3zViJr1i92m,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_djyiD5GRUJMomQ6,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_e4myWQ5LRgEiLQi,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3w5cWAPtbk2J7Lw,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_5dK3JVPfLwMmuJE,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_e5qDWeqvxUJ03uS,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_2bPFlVkO7R21lPM,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bsxX5pRTwxL3VwW,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_9smy6g3VCNeC5Po,,,,,40.48800659,-74.45439911,test,,I Agree,2024,Neither candidate,Neither candidate,Neither approve nor disapprove,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bqqIPNlFHaWoiF0,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_6FEk1hoAfuLfEZU,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove strongly,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_5cdcCTwZeN9t0eG,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_6nyVLU0sqGirSfk,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Neither approve nor disapprove,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3pGkJz6BBEJdjHU,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_ezgdY3emPI6D22G,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_09v0tN3iLIsNtps,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove strongly,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_74B6mF216qWP0q2,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_cGrBZ7jzlGLwJF4,,,,,40.48800659,-74.45439911,test,,I Agree,2020,The Democratic candidate,The Republican candidate,Approve somewhat,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_6KEfQlV6BEyzKFE,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3madq68RuMBA1wy,,,,,40.48800659,-74.45439911,test,,I Agree,2028,The Republican candidate,The Republican candidate,Approve somewhat,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_6EXMzT45mYzWPTo,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_4Ji8mHQDLvFTrmu,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_cMZJRCNeieGst4G,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_cYD7HGuVO6Vv9JQ,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3LdxEDSBHuFddWK,,,,,40.48800659,-74.45439911,test,,I Agree,2024,The Democratic candidate,The Democratic candidate,Disapprove somewhat,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_1R3kf3yk67v27Lo,,,,,40.48800659,-74.45439911,test,,I Agree,2024,The Republican candidate,The Republican candidate,Approve somewhat,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_9yPYfdnLE2EosUm,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_2gbYNGWpBdZZuaG,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove somewhat,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bswOBB7hHqNGUqG,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_ebRQLTJHjCo2xHU,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3QRZqYhSQ8Hp8xg,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_50ipnE36aEV5TCu,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_2lWM4G1F3vWxq74,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_dcbHo1RGf9P5G7k,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Neither approve nor disapprove,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_1LgNYtLzsMmTZFc,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_73gkDlXHi0O0Sl8,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_b46YtvGZv7lXigm,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_400PO9yCeSOTI9g,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove somewhat,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_0TiwfHqnb438wwC,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_d5qYcrTe6hpQCd8,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_2c2Ik62uf4QWTLE,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove strongly,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_d0YpOGmrQxqYo6y,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_9Yc2QidGOaH80mi,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_eJQI1u0ZjsxBFjM,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Neither approve nor disapprove,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_6GuIHMUzdXjjhfU,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_b7bI8gCx4Wk2qGi,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_1NXPyQYHDBffBqu,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_0Ba2XaLxZ28ieCW,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_86W3xdkqUgyCNuu,,,,,40.48800659,-74.45439911,test,,I Agree,2020,Neither candidate,The Democratic candidate,Disapprove somewhat,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_0kaMVRFPVIiElDM,,,,,40.48800659,-74.45439911,test,,I Agree,2016,The Republican candidate,The Democratic candidate,Disapprove somewhat,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_beX1hpJCqV3DB0G,,,,,40.48800659,-74.45439911,test,,I Agree,2016,Neither candidate,The Republican candidate,Disapprove somewhat,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_eXpXGhmwqbUS6NM,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove somewhat,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_201DnF9QoDa0AfA,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_aY6aKbYsm7j0WXk,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_9FB0auegU6WCEIu,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_24Op1nTfG61KaBo,,,,,40.48800659,-74.45439911,test,,I Agree,2028,The Republican candidate,Neither candidate,Approve somewhat,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_2a6Pguz6JkOBkRU,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_5aTNz5lqDIm4Zvw,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_00xXTexxNBeRbvg,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bfk8zgJTaRR2N2S,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Neither approve nor disapprove,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_1OgcyhkYjVgyAZM,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bd2UGY4Oy45D142,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_6SD5JNUN8GAapDg,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,1,TRUE,2/2/22 5:46,R_38AcKeJNa7DDaPY,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_0H4f3IYt8YZ93v0,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_beGJyq1bdnmT2zc,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_4UszXkVQZbXFAy2,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_dh648QiD5IjREUu,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_e2uQEAnXKKwPI7c,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_4V353QkT3nfWNMO,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve somewhat,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_23MbpReZVS9PuM6,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Neither approve nor disapprove,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_3OeGgi39DC7aKYS,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_b71nt0bgT4eoQVo,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Disapprove somewhat,operation
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_ddwFNhviu17FaL4,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,stayout
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_8DnDSszAp6RqsM6,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Neither approve nor disapprove,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bIwRpM3sUCmdd6S,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_bdq83ygDgW4glIq,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_8e76hgNrnQ2VAa2,,,,,40.48800659,-74.45439911,test,,I Agree,,,,Approve strongly,threat
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_79bjKyHftoukhZc,,,,,40.48800659,-74.45439911,test,,I Agree,2028,The Democratic candidate,No information given,Disapprove somewhat,endorsement
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_390q1O16j1WPNUq,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_6flOIhGPMvWRcua,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
2/2/22 5:46,2/2/22 5:46,Survey Test,,100,0,TRUE,2/2/22 5:46,R_4UEDyMfXLH9M2pg,,,,,40.48800659,-74.45439911,test,,I Disagree,,,,,
